Полный адрес,Адрес ТП,Источник теплоснабжения,Балансодержатель,UNOM,ЦТП,Вид ТП,№ ОДС,geoData,geodata_center,id_administration,id_Municipal,ID ODS
"город Москва, 3-й проезд Перова Поля, дом 7А","3-й пр. Перова Поля, д.7А",ТЭЦ №11,ПАО «МОЭК»,19422.0,04-03-0417/012,ЦТП,ОДС №1-Перово,"{coordinates=[[[37.775419588, 55.750499842], [37.775356638, 55.750606624], [37.776156609, 55.750759974], [37.775899222, 55.751187168], [37.776077955, 55.751221274], [37.776352867, 55.750772076], [37.776172121, 55.750736837], [37.776221598, 55.75065603], [37.775419588, 55.750499842]]], type=Polygon}","{coordinates=[37.776125059, 55.750979622], type=Point}",1.0,15.0,143495262.0
"город Москва, Зелёный проспект, дом 9","Зелёный просп., д.9",ТЭЦ №22,ПАО «МОЭК»,8334.0,04-03-0209/026,ИТП,ОДС №1-Перово,"{coordinates=[[[37.777304469, 55.750345597], [37.777378299, 55.750203705], [37.777392255, 55.75017629], [37.777477562, 55.750012707], [37.77748603, 55.749996145], [37.777241035, 55.749955631], [37.777173289, 55.75009979], [37.777195057, 55.750103443], [37.777175599, 55.750140571], [37.777144178, 55.750200813], [37.777122409, 55.750197143], [37.777065532, 55.75030621], [37.777304469, 55.750345597]]], type=Polygon}","{coordinates=[37.777283926, 55.75015843], type=Point}",1.0,15.0,143495262.0
"город Москва, Перовская улица, дом 39, корпус 3","Перовская ул., д.35, стр.2",ТЭЦ №22,ПАО «МОЭК»,19468.0,04-03-0209/165,ЦТП,ОДС №1-Перово,"{coordinates=[[[37.780527221, 55.747534464], [37.780918198, 55.746910686], [37.780741986, 55.746875163], [37.780726256, 55.746902144], [37.780707123, 55.746898595], [37.780687441, 55.746929627], [37.780652029, 55.746987639], [37.780632354, 55.74701957], [37.780654685, 55.747024908], [37.780623187, 55.747073482], [37.780597683, 55.747069947], [37.78057882, 55.74710412], [37.780550532, 55.747156279], [37.780529319, 55.747195847], [37.780548453, 55.747199396], [37.780523271, 55.74724077], [37.780500953, 55.747237229], [37.78047816, 55.747278596], [37.780449862, 55.747329408], [37.780428645, 55.747368528], [37.780448577, 55.747372074], [37.780420274, 55.747422437], [37.780391573, 55.747417113], [37.780371894, 55.747448594], [37.780340417, 55.747500311], [37.780323566, 55.74753493], [37.780319112, 55.747544079], [37.780339372, 55.747548033], [37.780326369, 55.747569447], [37.780485863, 55.747600449], [37.780527221, 55.747534464]]], type=Polygon}","{coordinates=[37.780618382, 55.747238999], type=Point}",1.0,15.0,143495262.0
"город Москва, улица Металлургов, дом 3","ул. Металлургов, д.3",ТЭЦ №22,ПАО «МОЭК»,14215.0,04-03-0209/089,ИТП,ОДС №1-Перово,"{coordinates=[[[37.77696993, 55.7569114], [37.777135805, 55.756943361], [37.777154701, 55.756912781], [37.777828565, 55.757041944], [37.777815977, 55.757063528], [37.777972285, 55.757093712], [37.778054101, 55.756952065], [37.777061253, 55.756762547], [37.77696993, 55.7569114]]], type=Polygon}","{coordinates=[37.777581435, 55.756928071], type=Point}",1.0,15.0,143495262.0
"город Москва, шоссе Энтузиастов, дом 48/1","шоссе Энтузиастов, д.48/1",ТЭЦ №11,ПАО «МОЭК»,30138.0,04-03-0408/006,ЦТП,ОДС №1-Перово,"{coordinates=[[[37.756902744, 55.758752687], [37.756875628, 55.758747356], [37.756785792, 55.758892599], [37.75723555, 55.758979678], [37.757241855, 55.758969786], [37.757286513, 55.758978673], [37.757297275, 55.758961215], [37.757364575, 55.758859503], [37.75734065, 55.758854612], [37.757218108, 55.758829294], [37.757210737, 55.758840064], [37.757076765, 55.758813848], [37.757103586, 55.758774722], [37.757155592, 55.758689735], [37.757249367, 55.758538197], [37.757318681, 55.75842084], [37.757341245, 55.758385394], [37.757380946, 55.758321911], [37.757429004, 55.758242772], [37.757462379, 55.758248846], [37.757547011, 55.75826363], [37.757616397, 55.7581575], [37.757479237, 55.758130844], [37.757306196, 55.758097524], [37.756902744, 55.758752687]]], type=Polygon}","{coordinates=[37.757095324, 55.758613966], type=Point}",1.0,15.0,143495262.0
"город Москва, шоссе Энтузиастов, дом 52","шоссе Энтузиастов, д.52",ТЭЦ №11,ПАО «МОЭК»,30140.0,04-03-0408/090,ЦТП,ОДС №1-Перово,"{coordinates=[[[37.760421408, 55.759568223], [37.760882495, 55.758807453], [37.760444558, 55.758723223], [37.760371413, 55.758836912], [37.760613444, 55.758883298], [37.760290386, 55.759416382], [37.760038531, 55.759367899], [37.759965383, 55.75948158], [37.760421408, 55.759568223]]], type=Polygon}","{coordinates=[37.76057814, 55.759125598], type=Point}",1.0,15.0,143495262.0
"город Москва, шоссе Энтузиастов, дом 50","шоссе Энтузиастов, д.50",ТЭЦ №11,ПАО «МОЭК»,30139.0,04-03-0408/010,ИТП,ОДС №1-Перово,"{coordinates=[[[37.757702035, 55.759066716], [37.759592943, 55.75943063], [37.759710961, 55.759225791], [37.759503108, 55.759185031], [37.759452785, 55.759266629], [37.758034726, 55.758988575], [37.758083632, 55.758909274], [37.757833194, 55.758859507], [37.757702035, 55.759066716]]], type=Polygon}","{coordinates=[37.75837218, 55.759125874], type=Point}",1.0,15.0,143495262.0
"город Москва, 5-я улица Соколиной Горы, дом 12","5-я ул. Соколиной Горы, д.12",ТЭЦ №11,ПАО «МОЭК»,24142.0,04-02-0409/019,ИТП,ОДС №1-Соколиная Гора,"{coordinates=[[[37.735860407, 55.7632332], [37.736004052, 55.763278282], [37.73601671, 55.763263887], [37.736485913, 55.763404896], [37.736470071, 55.763419297], [37.736610518, 55.763462139], [37.73674429, 55.763323563], [37.736092371, 55.763130812], [37.735987842, 55.763100026], [37.735860407, 55.7632332]]], type=Polygon}","{coordinates=[37.73640383, 55.763300922], type=Point}",1.0,8.0,143495268.0
"город Москва, проспект Будённого, дом 39, корпус 3","5-я ул. Соколиной Горы, д.19",ТЭЦ №11,ПАО «МОЭК»,2936.0,04-02-0409/083,ЦТП,ОДС №1-Соколиная Гора,"{coordinates=[[[37.735129048, 55.764794727], [37.735250338, 55.764830421], [37.735528023, 55.764911174], [37.735735492, 55.764971851], [37.735882316, 55.765014683], [37.735971739, 55.764917508], [37.735265523, 55.764706894], [37.73522802, 55.764695738], [37.735129048, 55.764794727]]], type=Polygon}","{coordinates=[37.735602147, 55.764870798], type=Point}",1.0,8.0,143495268.0
"город Москва, 5-я улица Соколиной Горы, дом 19, корпус 2","5-я ул. Соколиной Горы, д.19, корп.1",ТЭЦ №11,ПАО «МОЭК»,24149.0,04-02-0409/117,ЦТП,ОДС №1-Соколиная Гора,"{coordinates=[[[37.737160239, 55.764401017], [37.737192725, 55.764372437], [37.737263167, 55.764298427], [37.737334185, 55.764319396], [37.737383252, 55.764266759], [37.737312233, 55.764245789], [37.737373956, 55.764179205], [37.73746491, 55.764203729], [37.73757888, 55.764083153], [37.737190278, 55.763969344], [37.736958873, 55.763901572], [37.736853611, 55.764013149], [37.737126516, 55.764094356], [37.736914463, 55.764327841], [37.737160239, 55.764401017]]], type=Polygon}","{coordinates=[37.737308088, 55.76413678], type=Point}",1.0,8.0,143495268.0
"город Москва, 5-я улица Соколиной Горы, дом 21, корпус 2","5-я ул. Соколиной Горы, д.21, корп.2",ТЭЦ №11,ПАО «МОЭК»,24154.0,04-02-0409/074,ЦТП,ОДС №1-Соколиная Гора,"{coordinates=[[[37.738207601, 55.764909153], [37.738000129, 55.764848479], [37.7379938, 55.764855676], [37.737958684, 55.764844518], [37.737881117, 55.764925953], [37.737916232, 55.764936663], [37.737908318, 55.764945211], [37.737933861, 55.764954143], [37.737860254, 55.765031528], [37.737834732, 55.765026189], [37.737688257, 55.765171975], [37.73772097, 55.765180893], [37.737647362, 55.765258279], [37.737621839, 55.76525294], [37.737532387, 55.765344726], [37.737743855, 55.765407189], [37.738207601, 55.764909153]]], type=Polygon}","{coordinates=[37.737893538, 55.765101752], type=Point}",1.0,8.0,143495268.0
"город Москва, 5-я улица Соколиной Горы, дом 21, корпус 3","5-я ул. Соколиной Горы, д.21, корп.3",ТЭЦ №11,ПАО «МОЭК»,24155.0,04-02-0409/075,ИТП,ОДС №1-Соколиная Гора,"{coordinates=[[[37.736667337, 55.76508368], [37.736574739, 55.765182657], [37.736692042, 55.76521746], [37.73697773, 55.765303134], [37.737237907, 55.765381434], [37.737318638, 55.76540551], [37.737404674, 55.765301412], [37.737252255, 55.765255899], [37.737197993, 55.765239923], [37.736667337, 55.76508368]]], type=Polygon}","{coordinates=[37.737009354, 55.765247911], type=Point}",1.0,8.0,143495268.0
"город Москва, 5-я улица Соколиной Горы, дом 23, корпус 1","5-я ул. Соколиной Горы, д.23, корп.1",ТЭЦ №11,ПАО «МОЭК»,24158.0,04-02-0409/091,ЦТП,ОДС №1-Соколиная Гора,"{coordinates=[[[37.739370083, 55.765503942], [37.739549481, 55.76555612], [37.740149141, 55.764900631], [37.740194011, 55.764912274], [37.740216148, 55.764885287], [37.740173583, 55.764874062], [37.74021318, 55.764831029], [37.740035047, 55.764776213], [37.740001151, 55.764767148], [37.73998296, 55.764788291], [37.740015071, 55.764798147], [37.739370083, 55.765503942]]], type=Polygon}","{coordinates=[37.739754141, 55.765208108], type=Point}",1.0,8.0,143495268.0
"город Москва, 5-я улица Соколиной Горы, дом 21, корпус 5","5-я ул. Соколиной Горы, д.21, корп.5",ТЭЦ №11,ПАО «МОЭК»,24157.0,04-02-0409/072,ИТП,ОДС №1-Соколиная Гора,"{coordinates=[[[37.738130842, 55.766037406], [37.738546086, 55.765586617], [37.738664193, 55.765458398], [37.738484662, 55.765408449], [37.738459348, 55.765437239], [37.738426912, 55.765473677], [37.738278913, 55.765630695], [37.738018524, 55.765906491], [37.737945711, 55.765983874], [37.738130842, 55.766037406]]], type=Polygon}","{coordinates=[37.738263589, 55.765768593], type=Point}",1.0,8.0,143495268.0
"город Москва, 5-я улица Соколиной Горы, дом 23, корпус 2","5-я ул. Соколиной Горы, д.23, корп.2",ТЭЦ №11,ПАО «МОЭК»,24159.0,04-02-0409/081,ИТП,ОДС №1-Соколиная Гора,"{coordinates=[[[37.740503249, 55.764908724], [37.740407487, 55.765009506], [37.740481705, 55.765031816], [37.740770594, 55.765119271], [37.740827254, 55.765136225], [37.741045126, 55.765203161], [37.741020588, 55.765228358], [37.741064483, 55.765241744], [37.741089021, 55.765216547], [37.741139296, 55.765231717], [37.741235057, 55.765130934], [37.740503249, 55.764908724]]], type=Polygon}","{coordinates=[37.740839394, 55.765075543], type=Point}",1.0,8.0,143495268.0
"город Москва, 5-я улица Соколиной Горы, дом 23, корпус 3","5-я ул. Соколиной Горы, д.23, корп.3",ТЭЦ №11,ПАО «МОЭК»,24160.0,04-02-0409/056,ИТП,ОДС №1-Соколиная Гора,"{coordinates=[[[37.740588743, 55.765856578], [37.740836803, 55.76558215], [37.740981161, 55.76542244], [37.740814385, 55.765374267], [37.740764529, 55.765427356], [37.740738417, 55.7654557], [37.740620531, 55.765578994], [37.740416375, 55.765806169], [37.740588743, 55.765856578]]], type=Polygon}","{coordinates=[37.740626295, 55.765694159], type=Point}",1.0,8.0,143495268.0
"город Москва, Окружной проезд, дом 36","5-я ул. Соколиной Горы, д.27, стр.2",ТЭЦ №11,ПАО «МОЭК»,17389.0,04-02-0409/067,ЦТП,ОДС №1-Соколиная Гора,"{coordinates=[[[37.74427559, 55.766291205], [37.744342925, 55.766358883], [37.744301585, 55.766371989], [37.744330442, 55.766400673], [37.744371782, 55.766387567], [37.744487213, 55.766503202], [37.744681194, 55.76644174], [37.744470366, 55.766229742], [37.74427559, 55.766291205]]], type=Polygon}","{coordinates=[37.744463783, 55.766365436], type=Point}",1.0,8.0,143495268.0
"город Москва, улица Бориса Жигулёнкова, дом 27","5-я ул. Соколиной Горы, д.25, стр.5",ТЭЦ №11,ПАО «МОЭК»,65103.0,04-02-0409/088,ЦТП,ОДС №1-Соколиная Гора,"{coordinates=[[[37.738920175, 55.766124325], [37.739138092, 55.766191189], [37.739171439, 55.766156214], [37.739193456, 55.766162885], [37.739221567, 55.76615641], [37.73926219, 55.766113794], [37.739344579, 55.766138753], [37.739395342, 55.766085488], [37.739307633, 55.766058924], [37.739345077, 55.766019789], [37.739341264, 55.766003215], [37.739324829, 55.765997519], [37.739369598, 55.765950522], [37.739386689, 55.765955696], [37.73941166, 55.765949185], [37.739451058, 55.765907814], [37.739535437, 55.765933354], [37.739585898, 55.765880357], [37.73949799, 55.765853756], [37.739534602, 55.765815581], [37.739531372, 55.765800197], [37.739511507, 55.765793391], [37.739545362, 55.76575704], [37.73932902, 55.765692641], [37.738920175, 55.766124325]]], type=Polygon}","{coordinates=[37.739256372, 55.765941269], type=Point}",1.0,8.0,143495268.0
"город Москва, 8-я улица Соколиной Горы, дом 24, корпус 2","5-я ул. Соколиной Горы, д.27, корп.1",ТЭЦ №11,ПАО «МОЭК»,24182.0,04-02-0409/028,ЦТП,ОДС №1-Соколиная Гора,"{coordinates=[[[37.742440009, 55.768044928], [37.742624916, 55.768059832], [37.742702678, 55.7677543], [37.742517773, 55.767739396], [37.742440009, 55.768044928]]], type=Polygon}","{coordinates=[37.742571344, 55.767899614], type=Point}",1.0,8.0,143495268.0
"город Москва, 8-я улица Соколиной Горы, дом 18, корпус 1","8-я ул. Соколиной Горы, д.18, корп.1",ТЭЦ №11,ПАО «МОЭК»,24178.0,04-02-0409/135,ИТП,ОДС №1-Соколиная Гора,"{coordinates=[[[37.73764704, 55.767693226], [37.737619836, 55.767804651], [37.738735625, 55.767892306], [37.738762823, 55.76778088], [37.73764704, 55.767693226]]], type=Polygon}","{coordinates=[37.73819133, 55.767792766], type=Point}",1.0,8.0,143495268.0
"город Москва, 8-я улица Соколиной Горы, дом 18, корпус 2","8-я ул. Соколиной Горы, д.18, корп.2",ТЭЦ №11,ПАО «МОЭК»,24179.0,04-02-0409/136,ИТП,ОДС №1-Соколиная Гора,"{coordinates=[[[37.739339113, 55.767576772], [37.738802728, 55.767532457], [37.738773939, 55.767644335], [37.739310321, 55.767688202], [37.739339113, 55.767576772]]], type=Polygon}","{coordinates=[37.739056508, 55.767610554], type=Point}",1.0,8.0,143495268.0
"город Москва, 8-я улица Соколиной Горы, дом 20","8-я ул. Соколиной Горы, д.20",ТЭЦ №11,ПАО «МОЭК»,24180.0,04-02-0409/137,ИТП,ОДС №1-Соколиная Гора,"{coordinates=[[[37.739216237, 55.767934483], [37.73935173, 55.767945446], [37.739609162, 55.767966501], [37.73992876, 55.767991924], [37.739976581, 55.767995874], [37.740064251, 55.768002888], [37.740066583, 55.767993452], [37.740112811, 55.767997403], [37.740119816, 55.767970444], [37.740073587, 55.767966493], [37.74009147, 55.767895053], [37.74009303, 55.767889661], [37.739245018, 55.767821257], [37.739216237, 55.767934483]]], type=Polygon}","{coordinates=[37.739653892, 55.767914768], type=Point}",1.0,8.0,143495268.0
